id,low_rep_est1,low_rep_est2,low_rep_est3,low_rep_est4,low_rep_est5,low_rep_est_all,low_rep1,low_rep2,low_rep3,low_rep4,low_rep5,low_rep_all,addiction1,addiction2,addiction3,addiction4,addiction5,addiction6,addiction7,addiction8,dependency1,dependency2,dependency3,dependency4,dependency5,line_time_hour,line_time_minute,extroversion1,extroversion2,network1,network2,network3,network4,lonely1,lonely2,lonely3,lonely4,lonely5,lonely6,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,rm10,rm11,rm12,sex,age
892,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,3,3,2,2,2,2,2,2,3,0,10,2,2,1,1,1,4,3,2,4,4,4,4,3,3,3,4,5,3,5,3,3,2,2,2,1,52
893,5,4,5,4,5,5,4,5,5,4,4,5,2,5,2,2,5,2,5,3,2,1,1,1,2,0,30,4,3,4,5,5,4,2,2,2,2,2,2,4,5,4,4,5,4,5,4,4,5,5,5,1,43
919,5,4,5,4,3,4,4,4,5,4,4,4,1,1,1,5,4,1,1,1,1,1,2,1,2,0,10,4,4,4,4,4,4,3,3,2,3,4,3,3,3,3,4,4,3,4,3,4,3,4,4,1,51
922,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,10,4,5,4,4,4,4,3,2,2,4,4,3,3,3,4,3,3,4,3,4,4,4,3,3,1,55
923,4,4,4,3,3,4,3,3,3,3,3,4,3,5,3,3,5,5,3,5,3,4,3,2,3,1,30,4,3,4,5,5,5,4,3,3,4,4,4,3,4,4,2,3,4,3,4,3,4,3,3,1,43
926,3,3,3,3,3,4,2,4,2,2,3,3,4,5,2,4,6,4,5,4,2,2,3,2,2,1,0,4,4,3,4,4,4,3,2,3,3,3,3,3,3,2,5,5,3,4,3,4,3,4,4,1,69
927,4,3,4,3,3,3,3,3,3,3,3,3,5,4,2,4,5,3,3,3,2,2,1,2,2,1,30,5,5,5,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,3,4,3,4,4,4,1,56
932,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,4,3,3,2,3,2,3,3,2,3,0,20,2,6,5,4,5,2,3,4,4,2,3,3,4,4,5,4,6,4,4,6,1,3,2,3,1,30
939,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,4,3,4,4,4,4,2,3,4,3,0,30,4,4,4,5,5,5,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,1,47
943,4,4,3,4,3,4,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,0,15,3,5,2,2,2,3,2,2,2,4,4,4,3,3,4,4,4,3,5,3,4,3,5,5,1,30
947,2,2,2,2,2,4,1,1,1,1,1,1,3,5,5,2,5,2,6,4,2,2,2,2,3,0,0,3,6,2,3,3,3,3,3,3,4,3,3,3,3,5,3,5,4,4,3,3,4,3,3,1,53
959,2,2,2,2,2,3,2,2,3,2,2,2,3,5,1,3,5,2,5,2,4,1,2,4,1,0,30,7,5,5,5,5,4,2,4,3,4,4,4,2,2,4,2,3,3,3,2,3,3,3,3,1,67
960,5,5,5,5,5,5,3,3,3,3,3,4,4,4,1,2,5,4,4,4,1,2,2,1,4,0,30,4,3,4,4,4,5,3,2,2,2,2,1,6,6,6,6,6,6,1,1,6,6,6,6,1,28
961,3,5,5,3,4,5,2,2,4,3,3,5,3,3,2,1,6,2,5,1,1,1,2,1,1,0,0,3,3,2,3,2,5,3,2,2,3,2,3,4,5,5,4,4,3,3,4,3,3,2,2,1,61
971,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,5,6,1,6,6,3,2,3,2,3,1,0,5,3,4,5,6,5,2,1,2,1,1,1,5,4,5,4,4,3,3,4,3,3,4,4,1,25
973,3,3,5,3,3,4,3,5,5,4,4,4,5,5,5,4,5,2,6,5,2,3,3,2,3,1,0,4,3,2,4,2,4,3,2,2,3,3,4,3,4,5,4,4,4,4,4,3,4,3,3,1,51
974,2,2,2,2,2,2,2,5,2,2,2,2,3,3,1,1,3,1,1,1,2,2,2,2,3,0,0,3,4,1,1,5,1,2,2,2,4,3,4,5,3,3,4,4,3,4,3,4,3,4,4,1,55
976,5,5,5,5,4,4,3,3,4,4,4,4,2,2,5,6,6,2,5,3,4,2,2,4,1,0,15,3,6,3,3,3,2,2,2,2,2,2,2,2,2,4,2,5,3,3,2,5,3,4,4,1,49
980,4,5,6,4,4,4,4,5,6,3,4,5,6,6,5,5,6,5,5,5,1,1,1,1,1,0,10,1,5,1,1,1,1,4,1,4,3,3,3,4,4,6,6,6,6,1,6,3,6,1,1,1,75
984,3,4,4,4,4,4,3,3,4,4,4,4,4,3,1,5,5,6,6,4,3,5,3,3,4,1,30,3,3,3,3,5,5,2,2,2,3,2,2,3,4,4,3,4,4,5,4,2,5,3,2,1,45
986,5,5,5,5,5,5,3,3,4,4,4,4,3,1,1,4,5,2,3,3,2,2,2,2,2,0,30,4,4,3,5,5,4,2,2,2,4,4,4,3,3,4,3,3,3,3,3,4,4,3,4,1,54
991,3,3,3,3,3,3,3,3,3,3,3,4,5,5,1,4,5,1,4,4,3,3,4,1,1,5,0,5,5,6,7,7,7,4,3,4,4,4,2,3,4,4,3,3,4,3,4,3,4,3,3,1,43
992,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,0,30,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,4,3,4,4,1,59
993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,3,1,2,0,0,5,5,7,6,5,5,2,2,2,2,2,2,3,4,4,4,3,3,3,3,3,4,3,3,1,71
996,2,2,2,2,2,4,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,4,4,4,2,4,1,1,1,3,3,3,6,3,6,6,5,4,5,5,3,6,3,2,1,46
1001,5,5,5,5,5,5,5,5,5,5,4,5,2,2,2,4,4,2,2,2,4,2,2,4,2,0,30,3,3,2,2,2,3,2,2,2,3,2,2,5,4,5,5,4,4,5,4,4,4,4,4,1,29
1004,4,4,3,3,3,4,2,4,4,3,3,4,3,2,1,2,3,2,2,2,2,2,2,2,2,0,5,3,5,6,6,6,4,3,3,3,3,3,3,4,4,3,4,4,3,4,3,4,2,5,3,1,51
1006,6,6,6,2,3,4,4,3,4,2,3,4,2,5,1,6,5,5,5,6,1,1,2,3,3,0,30,5,5,3,5,5,6,1,1,1,3,1,1,3,2,5,4,4,2,3,2,2,3,3,3,1,31
1009,6,6,6,6,6,6,5,5,6,5,6,5,5,4,1,4,4,1,4,4,1,1,3,1,2,0,20,2,4,1,1,2,1,5,2,4,2,2,3,4,4,3,3,5,3,3,4,4,4,4,4,1,50
1016,3,3,3,3,3,3,2,2,2,2,3,2,2,5,1,2,5,2,3,3,3,1,2,2,1,0,30,2,2,3,5,4,5,2,2,2,4,2,3,3,3,2,3,3,5,3,2,2,4,2,3,1,65
1024,4,4,4,4,3,5,4,4,4,3,3,4,5,5,4,5,7,6,5,6,2,2,3,2,3,4,0,1,1,5,5,5,5,5,4,4,4,4,4,2,3,3,2,3,5,3,3,4,4,2,2,1,44
1031,3,4,4,3,3,4,2,2,3,2,3,2,2,2,5,1,1,1,1,1,1,1,2,1,2,0,30,4,5,3,3,3,2,2,2,2,3,3,3,2,2,3,5,4,2,5,2,5,2,4,4,1,35
1033,3,3,3,3,3,4,2,2,2,2,2,4,2,2,2,4,5,2,2,2,1,1,1,1,2,0,30,1,1,1,1,1,1,1,2,4,4,2,2,2,2,3,2,2,5,2,2,2,2,2,2,1,39
1043,4,4,4,4,4,4,3,3,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,0,10,2,3,3,5,3,4,4,4,3,4,3,4,3,3,4,3,3,4,4,3,3,4,3,3,1,46
1044,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,0,10,1,6,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,3,5,3,3,1,51
1047,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,6,6,1,3,1,1,1,1,1,3,0,15,2,3,1,1,1,1,2,4,1,3,3,3,5,4,5,4,4,3,3,4,3,3,2,2,1,38
1049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,0,0,1,2,1,3,1,5,3,1,3,3,1,3,3,3,3,4,4,3,4,3,4,3,4,4,1,45
1050,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,2,2,2,0,5,2,3,2,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,3,4,3,4,4,1,64
1067,2,2,2,2,2,2,1,1,1,1,1,2,3,2,2,2,5,2,5,2,2,2,4,2,2,0,10,2,3,2,2,2,2,3,2,3,2,2,2,3,3,4,4,5,4,4,4,3,4,4,4,1,52
1071,2,2,2,4,2,3,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,0,15,3,5,3,5,5,5,3,4,3,4,3,3,3,3,4,3,3,4,4,3,4,4,3,4,1,47
1079,3,3,3,3,3,3,1,1,1,1,1,1,4,1,1,3,1,4,1,1,1,3,4,2,3,0,15,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,1,42
1081,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,5,4,3,3,3,3,2,0,0,4,4,4,5,4,5,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,3,4,4,1,100
1088,4,3,4,3,3,4,3,4,4,3,3,4,1,1,1,1,1,1,1,1,3,2,3,1,3,0,20,2,4,3,2,2,1,2,2,2,3,2,2,4,4,4,4,5,4,4,4,4,4,3,3,1,35
1089,3,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,3,1,3,1,1,1,1,1,1,0,5,3,4,4,5,4,5,3,3,2,3,3,2,3,3,4,4,4,3,4,3,3,4,3,3,1,62
1091,4,5,5,4,4,4,2,4,4,4,4,4,1,2,1,5,6,2,5,3,1,2,1,1,1,0,10,3,2,5,6,6,6,1,2,1,2,2,3,4,6,4,2,3,3,3,3,3,4,3,2,1,61
1097,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,5,3,3,3,3,2,2,2,3,0,0,4,4,4,4,4,4,2,2,2,3,3,3,3,3,2,5,5,4,4,4,4,4,4,4,1,72
1100,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,0,50,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,4,3,4,1,46
1101,2,2,2,2,2,3,1,2,2,2,1,2,1,3,1,2,5,6,2,2,1,1,1,1,1,0,20,4,4,3,5,5,5,3,3,3,4,3,3,4,4,5,4,4,4,4,4,3,4,4,4,1,55
1102,3,4,4,4,4,4,2,2,4,3,3,4,3,3,2,3,5,3,3,3,2,2,2,2,1,1,0,3,3,3,5,4,5,2,2,2,3,3,3,5,5,5,4,3,4,5,3,2,4,2,3,1,28
1110,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,3,4,3,4,3,3,1,58
1111,5,5,5,5,3,5,5,5,5,4,3,5,1,1,1,4,4,1,1,4,1,1,1,1,1,0,15,4,4,1,1,1,1,2,2,2,3,3,3,3,3,4,2,2,3,6,2,3,3,3,3,1,66
1115,5,5,5,4,5,5,5,5,5,4,5,5,5,3,5,5,6,3,5,3,3,2,4,3,1,0,30,5,5,5,6,5,6,2,2,2,2,2,2,4,4,5,4,4,4,4,4,4,5,4,4,1,54
1119,2,2,3,4,4,4,4,4,4,3,3,4,1,1,1,1,4,1,3,1,2,1,1,1,2,0,5,2,2,2,1,1,2,2,2,2,4,4,4,4,4,3,5,5,2,2,4,2,2,2,2,1,41
1121,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,0,0,4,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,4,4,3,2,4,3,3,3,1,42
1126,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,4,1,2,0,5,6,6,2,3,4,4,1,1,1,4,4,4,2,2,2,3,3,3,4,3,4,3,4,4,1,51
1134,3,2,4,2,3,4,2,2,3,3,1,1,3,2,2,5,3,3,4,5,3,2,2,2,2,1,0,1,6,3,1,3,1,2,2,2,3,2,3,4,4,5,4,4,4,4,3,3,3,3,3,1,43
1136,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,1,2,1,1,1,1,1,2,0,10,5,4,5,5,5,5,3,2,3,3,3,3,4,3,3,4,4,3,4,4,3,4,4,4,1,51
1145,4,5,5,3,3,4,4,4,5,5,3,4,3,2,2,4,5,3,3,2,2,2,3,2,2,0,20,5,4,5,5,5,5,2,3,2,4,3,4,3,4,4,4,4,3,3,4,4,5,3,3,1,69
1148,3,3,3,3,3,4,2,2,2,3,3,4,4,3,3,3,4,4,4,4,2,3,4,2,3,0,30,4,5,4,4,4,4,2,2,2,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,1,51
1150,5,5,5,4,4,4,1,2,4,3,3,4,1,2,1,5,5,3,5,4,4,1,1,1,3,0,10,2,5,3,3,2,4,3,2,3,4,3,3,1,2,5,4,4,4,3,4,3,3,3,3,1,55
1152,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,3,6,2,3,3,2,2,3,3,4,4,3,2,3,3,3,5,3,4,4,5,2,5,4,1,60
1155,4,4,5,4,5,5,3,3,2,2,2,3,3,2,1,1,5,1,2,1,1,1,1,1,2,0,0,1,5,2,3,3,5,1,3,2,4,3,2,4,3,4,4,5,5,3,4,3,5,3,3,1,52
1158,2,3,4,4,4,4,3,4,4,3,4,4,4,5,3,3,4,3,5,3,2,1,3,1,3,0,30,4,4,3,4,4,4,4,4,3,4,4,4,3,3,5,3,4,3,3,4,3,3,3,4,1,55
1160,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,5,4,2,5,3,1,1,1,1,3,0,0,2,6,3,2,2,2,2,2,2,4,4,4,2,2,5,3,2,5,4,3,2,3,2,2,1,66
1162,3,3,3,3,3,4,2,3,3,3,3,4,2,1,1,1,1,1,1,1,1,1,2,1,2,0,5,2,6,3,3,2,2,2,2,2,3,2,2,2,2,4,4,4,3,4,2,4,4,3,4,1,35
1167,1,1,3,4,3,3,3,2,2,1,2,3,1,2,2,4,4,1,4,4,4,1,2,1,2,0,30,5,4,3,4,5,4,2,2,2,2,1,1,4,4,4,5,5,3,5,4,5,4,4,4,1,45
1169,2,2,2,2,2,3,1,1,1,1,1,2,3,4,2,3,4,2,2,3,2,2,2,2,2,0,0,3,3,4,4,4,4,2,2,2,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,1,61
1170,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,5,1,1,1,1,1,1,1,0,2,2,3,3,4,3,3,2,2,3,4,4,2,2,3,5,5,2,3,3,2,4,2,2,1,67
1173,2,2,2,3,2,2,1,2,5,3,2,2,2,2,2,3,3,1,3,3,1,2,2,1,1,0,30,2,3,4,4,4,3,1,1,2,2,2,4,5,5,3,4,5,3,4,4,3,3,3,3,1,75
1174,3,2,2,3,2,2,2,3,3,2,3,2,2,5,2,3,4,1,4,1,4,1,3,4,1,0,30,6,5,6,6,5,5,3,4,3,4,4,4,3,3,3,3,2,2,2,6,2,2,5,2,1,67
1178,4,5,4,4,4,4,4,5,5,4,4,4,2,2,2,3,4,1,2,2,1,1,2,1,1,0,20,2,4,2,2,1,2,3,3,2,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,1,46
1180,3,3,3,3,3,4,3,3,3,3,3,2,2,2,1,1,5,2,5,2,2,1,1,1,4,0,20,5,1,4,3,2,4,3,3,3,2,3,2,4,4,4,4,2,3,3,4,4,4,3,4,1,50
1182,2,2,2,2,2,3,2,2,2,2,2,3,3,3,1,2,5,2,3,1,2,1,1,1,1,0,10,4,3,4,5,5,5,1,1,1,2,2,2,4,6,5,2,3,4,4,3,3,4,3,3,1,48
1183,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,1,5,1,5,1,4,3,4,4,3,0,0,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,5,3,3,5,5,5,5,1,33
1188,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,2,3,3,2,3,2,2,3,1,30,5,5,4,4,4,4,2,2,2,3,3,3,3,3,4,5,5,3,5,4,4,5,3,3,1,54
1189,4,4,4,4,4,4,2,2,2,2,2,3,3,5,2,3,5,5,2,2,2,2,2,2,2,2,0,5,3,3,5,5,5,2,2,2,4,4,4,2,4,3,4,3,3,4,4,4,4,4,3,1,32
1191,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,0,10,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,1,34
1194,4,3,3,3,3,4,3,3,4,3,3,4,1,1,5,1,1,3,1,1,3,2,3,3,2,0,30,5,3,3,5,5,4,2,3,1,4,3,3,4,3,3,4,3,3,4,3,3,3,3,4,1,37
1196,4,4,4,4,4,4,2,2,2,2,2,4,4,4,1,3,1,1,1,1,3,2,3,3,3,0,50,2,6,1,1,1,1,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,4,1,41
1197,3,3,4,3,2,4,2,3,3,2,2,2,3,3,1,2,2,1,2,1,2,1,1,1,3,0,0,4,4,3,4,4,5,3,2,2,3,2,2,3,3,4,3,4,3,4,4,1,4,4,3,1,45
1198,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,2,2,2,2,2,0,0,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,4,4,4,1,67
1200,2,3,4,4,4,4,3,4,4,4,4,4,5,5,3,5,6,3,3,4,1,2,2,2,3,1,0,3,3,2,2,3,4,2,2,3,5,5,5,4,2,5,3,2,5,3,3,3,4,3,3,1,71
1201,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,2,6,1,5,4,1,1,3,1,1,0,10,2,4,2,2,2,2,3,3,3,4,4,4,5,5,2,5,5,1,2,4,1,2,2,2,1,58
1202,4,5,5,4,5,5,4,5,5,4,4,4,3,5,1,4,5,3,5,3,3,2,2,2,2,2,0,2,2,2,4,4,3,3,2,4,2,1,2,2,4,5,2,2,4,3,3,2,4,3,3,1,55
1203,6,5,5,5,5,5,4,3,3,3,2,4,3,5,2,3,4,3,3,3,1,1,3,1,4,0,0,3,3,5,6,5,4,3,2,2,4,3,3,4,5,5,5,5,2,6,4,5,4,4,4,1,58
1210,2,5,2,2,1,3,2,1,2,1,2,2,3,4,1,4,6,4,4,2,2,1,2,1,2,0,0,3,3,5,4,5,4,2,3,2,2,3,2,3,3,3,4,3,3,4,3,4,4,4,3,1,71
1214,6,5,5,4,2,4,4,5,3,3,6,5,5,6,6,5,5,7,7,6,3,4,4,2,4,4,0,5,5,5,5,5,5,4,4,3,3,3,3,2,2,4,3,5,5,4,3,5,5,5,5,1,25
1215,4,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,5,3,5,4,2,2,3,2,3,0,0,2,3,3,3,3,4,3,2,3,4,4,4,5,4,4,5,5,2,3,4,3,3,3,2,1,66
1216,1,1,4,1,1,4,1,1,3,1,1,4,3,7,1,6,7,2,5,4,4,1,4,2,5,0,15,5,5,5,5,5,5,1,1,1,2,2,2,4,5,6,5,5,4,6,5,4,6,6,6,1,44
1219,4,2,4,3,2,4,3,2,2,2,2,4,2,2,2,5,5,2,2,2,4,2,4,4,2,0,,2,5,3,5,5,3,3,3,2,2,2,2,3,2,5,3,4,4,5,2,3,4,3,3,1,43
1221,1,3,3,1,2,2,1,1,2,1,2,2,4,5,5,5,6,2,3,4,4,2,3,4,2,1,30,3,4,4,5,4,5,3,3,2,4,4,4,5,5,2,5,5,2,4,3,2,5,2,2,1,51
1226,3,3,3,3,3,4,3,3,3,3,3,4,3,3,2,3,4,2,2,2,3,2,3,3,2,0,10,4,3,2,2,2,3,3,2,2,3,2,2,3,3,4,4,5,4,4,3,3,4,4,4,1,42
1231,5,5,5,4,4,5,5,5,5,4,4,4,2,2,1,5,5,2,5,3,1,1,2,2,3,0,0,5,5,5,5,4,5,2,2,2,2,2,2,4,4,4,4,4,4,5,4,4,4,4,4,1,67
1232,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,6,6,2,3,2,1,2,4,1,2,0,40,1,3,2,6,7,5,3,2,2,2,2,2,2,2,4,4,4,4,4,3,4,4,4,4,1,43
1233,2,2,4,5,3,2,2,2,4,6,5,2,3,3,1,3,3,2,2,1,2,1,4,1,1,2,30,3,4,5,3,4,2,3,1,3,5,4,4,3,2,4,4,5,3,5,2,5,3,3,5,1,51
1234,4,4,4,4,3,4,3,3,3,4,3,4,3,5,5,1,5,2,2,1,1,4,4,1,2,0,0,3,5,2,6,3,4,2,4,3,4,4,4,3,4,3,4,4,2,3,2,2,3,3,4,1,55
1235,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,3,1,3,3,1,1,1,1,1,0,5,4,3,4,4,4,3,3,3,2,3,3,3,3,3,4,5,3,1,2,3,1,1,1,1,1,58
1236,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,5,5,2,3,2,2,2,1,2,2,0,10,3,3,2,2,2,2,2,2,3,3,4,4,3,2,4,3,3,3,3,2,3,3,3,3,1,42
1238,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,2,2,2,2,2,2,3,0,5,4,4,4,4,3,4,2,2,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,1,45
1241,2,4,5,4,5,4,3,4,5,5,5,4,5,5,5,5,6,5,2,2,2,2,3,1,2,1,0,3,3,2,2,5,3,5,5,4,5,5,5,2,2,2,5,4,3,4,3,3,4,3,2,1,46
1242,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2,1,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,1,49
1245,3,3,4,3,3,4,2,3,3,4,1,3,1,1,1,4,5,1,2,2,3,1,1,3,1,0,10,1,1,3,5,4,2,4,3,2,4,3,3,4,3,4,4,4,4,4,4,3,4,3,3,1,55
1259,4,4,4,4,4,4,3,3,3,3,3,4,2,2,1,2,3,2,2,2,2,2,2,2,2,0,5,3,5,2,2,2,2,1,2,2,3,2,2,4,3,4,5,5,2,5,3,3,4,4,3,1,53
1263,3,3,3,3,3,4,3,3,3,3,3,3,1,2,1,1,2,1,1,1,1,1,1,1,4,0,20,5,4,4,4,3,2,2,2,2,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,1,50
1264,6,5,5,6,6,5,5,5,6,6,5,5,3,4,1,3,5,3,1,3,2,3,3,2,3,1,0,2,5,1,1,1,2,2,2,2,2,2,2,4,3,3,3,4,4,2,3,3,4,2,3,1,21
1268,4,4,4,3,3,4,3,3,3,3,3,4,1,2,1,1,3,1,1,1,2,1,1,1,3,0,,5,6,4,5,5,6,1,1,1,3,3,3,4,4,5,4,4,3,4,3,3,4,4,4,1,54
1271,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,2,6,2,2,2,2,2,2,2,4,4,4,2,2,5,3,2,3,2,3,2,3,2,2,1,66
1279,4,4,3,3,5,3,2,4,4,5,5,5,5,6,4,7,5,3,5,5,3,3,3,4,3,3,20,5,4,4,3,5,2,4,2,2,3,3,2,4,3,6,4,3,3,2,3,3,3,4,5,1,43
1284,6,6,6,5,4,5,6,6,6,5,5,5,5,6,2,2,2,2,4,5,1,1,4,1,4,2,0,6,7,5,7,6,6,1,1,1,4,4,2,5,5,3,5,5,1,5,5,3,5,5,3,1,60
1296,3,2,2,2,2,3,3,2,2,2,2,3,2,3,1,2,4,2,1,1,1,3,2,1,1,1,30,3,4,4,4,4,4,3,2,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,1,72
1298,4,5,5,5,5,5,3,4,4,5,5,5,1,1,1,4,5,7,1,5,1,1,4,1,2,0,30,1,2,1,2,1,1,2,1,2,4,4,4,6,4,5,5,5,5,4,3,5,6,6,6,1,54
1299,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,6,0,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,3,3,3,3,1,30
1301,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,4,2,5,2,3,2,2,4,2,0,15,6,6,4,4,2,4,2,2,2,2,2,2,5,4,5,5,5,3,4,4,4,2,4,4,1,38
1307,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,2,3,3,2,0,30,2,5,3,4,4,5,2,2,2,2,3,3,4,4,4,3,3,2,5,3,5,2,5,5,1,50
1308,4,2,4,4,2,3,3,4,5,2,4,3,5,2,4,7,3,4,4,5,4,3,5,3,2,2,30,4,6,4,3,3,3,4,2,4,2,1,3,4,4,3,3,5,4,2,4,5,4,2,4,1,43
1312,4,4,4,3,3,4,3,4,4,3,3,4,3,3,3,5,4,2,3,4,3,2,2,2,4,0,30,3,3,4,4,4,4,4,3,2,2,2,2,4,3,4,3,3,4,3,4,4,4,3,3,1,26
1313,4,3,3,3,3,3,3,3,3,3,3,2,4,5,4,5,6,5,6,5,1,3,4,2,3,3,0,5,5,7,7,7,7,4,5,2,4,3,3,3,3,5,3,3,2,4,3,3,3,3,3,1,35
1316,3,3,3,3,3,4,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,3,3,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,46
1321,5,4,4,4,5,4,4,5,5,4,4,4,5,6,2,2,5,2,5,3,1,1,2,1,2,1,30,6,6,6,6,7,6,3,2,2,2,2,2,4,5,5,5,4,3,5,5,3,5,3,4,1,63
1323,4,4,4,4,3,4,3,3,3,3,2,4,2,5,5,1,5,2,1,1,1,3,4,1,2,0,0,2,6,3,5,5,4,1,4,3,4,4,4,4,3,3,4,4,4,3,3,3,4,3,5,1,55
1324,3,3,2,2,1,3,2,2,2,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,0,15,2,3,1,1,1,1,1,2,2,3,3,3,3,3,4,4,5,3,5,2,4,3,5,4,1,39
1329,2,2,2,2,2,4,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,6,7,5,6,6,6,1,1,1,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,1,48
1332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,3,1,1,1,1,2,0,5,6,4,3,4,3,4,3,3,4,4,3,4,4,4,2,4,5,3,4,3,3,3,3,4,1,62
1333,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,0,20,1,2,1,1,1,1,1,1,1,2,2,2,5,4,5,5,5,5,5,5,5,5,5,5,1,66
1334,2,2,2,2,2,2,1,1,1,2,1,2,2,3,1,4,3,1,2,1,3,2,3,1,4,0,20,5,4,4,5,5,4,2,4,2,2,2,2,4,4,5,5,4,4,5,5,5,5,5,5,1,56
1335,4,4,5,5,4,5,4,4,4,3,3,4,2,3,5,2,3,1,3,3,2,1,1,1,1,0,10,2,3,3,2,2,2,4,4,4,4,4,4,3,1,2,3,4,3,4,3,2,3,3,3,1,26
