model,term,estimate,std.error,statistic,p.value
lm1,(Intercept),0.053652713492318836,0.12384144021770627,0.43323715710993344,0.6648424873159913
lm1,Condition,0.41769409929988366,0.18110990951200637,2.306301739233067,0.02109377803382446
lm2,(Intercept),0.5134099616858251,0.030603002106136364,16.776457417649187,1.865728013233148e-50
lm2,Condition,0.10229251765302075,0.044120491489652525,2.318480918940152,0.02082482577292662
