model,term,estimate,std.error,statistic,p.value,op,std.lv,std.all,std.nox,parameter,conf.low,conf.high,method,alternative
lm1,(Intercept),2.7705256241498177,0.21959898820109233,12.616295033257519,3.751818198508185e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.rich,0.4333472704703143,0.041106273947274154,10.542119945635465,2.7697444423481698e-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.poor,-0.10519776263457095,0.036718905330174925,-2.864948224589946,0.004290605425757493,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.fatal,-0.09909472157784616,0.034104296162189456,-2.9056374923142347,0.003775943537654069,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,countryuk,-0.1607403221909987,0.07377298408876974,-2.1788507564989197,0.02966188030352755,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,countryza,-0.08166064677905996,0.08005657221146537,-1.0200367630449816,0.3080489483540421,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,(Intercept),2.7329650727081254,0.25570392378870754,10.688006004031523,7.231453356767636e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.rich,0.43116133737115775,0.041324366149381626,10.433586223986392,7.585394951814365e-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.poor,-0.10238098484258201,0.037007525851491745,-2.7664909362876284,0.005810027825963354,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.fatal,-0.09820055413936767,0.03418307794039147,-2.8727826765807927,0.004187139398560632,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,countryuk,-0.153273616190314,0.08616369251433374,-1.7788654561759432,0.07567902217021955,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,countryza,-0.082916119367027,0.08028204018330265,-1.032810316948973,0.30203565047735675,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,Gender_fac,0.03558759788243316,0.05751968654995437,0.6187029175050571,0.5363056236708693,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,Age,-5.364934196001245e-4,0.0029981154379963744,-0.1789435499383774,0.8580318145957351,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,(Intercept),1.6348818954507496,0.2414763415873054,6.770360544242635,2.641653161282443e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.rich,0.5569939554511886,0.0452014498353866,12.322479864686507,7.83896079183921e-32,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.poor,-0.10516872542865907,0.04037699353196358,-2.604669546418916,0.00938343133904938,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.fatal,-0.06104578192065976,0.03750190625702767,-1.6278047708366845,0.10399777937497297,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,countryuk,-0.30240369548924095,0.08112255184628395,-3.7277389407356694,2.0815244628008962e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,countryza,0.06384966398952235,0.08803213683271623,0.7252994904673641,0.46850075125073176,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,(Intercept),1.4783354217472353,0.27943868037087394,5.290375046808742,1.6165359649550045e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.rich,0.5452710338549901,0.04516014526819703,12.07416474452717,1.0025814213184629e-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.poor,-0.09078846025518097,0.04044261047897362,-2.2448714160620886,0.025075866048975624,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.fatal,-0.05678009851987215,0.03735599379605439,-1.5199729079585984,0.12895195787970387,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,countryuk,-0.2512625895932508,0.094161513735639,-2.668421307442841,0.0077904895242363005,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,countryza,0.058737831877207186,0.08773391911201599,0.669499692612757,0.5033890499121452,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,Gender_fac,0.17608776351156927,0.06285873547309008,2.8013252603045555,0.0052244062403789425,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,Age,-0.0036147177234970218,0.003276404245894682,-1.1032575507208078,0.27027988922022483,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,(Intercept),1.3541273955596567,0.32926954028787386,4.112519470752654,4.358655263693128e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,ccias.rich,0.5193146561815717,0.06163527453583706,8.425607902170091,1.902060788025443e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,ccias.poor,-0.1268980227140515,0.055056797742934774,-2.3048565829518455,0.021454310714974736,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,ccias.fatal,0.00957109890502791,0.05113641921192498,0.18716795294880437,0.8515809572913355,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,countryuk,-0.0011435115132651594,0.11061615882460163,-0.010337653426190354,0.9917547172559815,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,countryza,0.21888549610665284,0.12003785147203634,1.8234706254938573,0.06864092953781724,NA,NA,NA,NA,NA,NA,NA,NA,NA
