model,term,op,estimate,std.error,statistic,p.value,std.lv,std.all,std.nox,parameter,conf.low,conf.high,method,alternative
cor.test4,NA,NA,-0.19353824237238626,NA,-6.3678172884556465,2.870216313430424e-10,NA,NA,NA,1042,-0.25125994843639055,-0.1344448501652011,Pearson's product-moment correlation,two.sided
lm1,(Intercept),NA,4.570682316125659e-17,0.021152573522289355,2.1608161821583264e-15,0.9999999999999982,NA,NA,NA,NA,NA,NA,NA,NA
lm1,rm,NA,-0.06272947075765768,0.021157640613875345,-2.9648613426451345,0.0030625701313218524,NA,NA,NA,NA,NA,NA,NA,NA
lm1,estimation,NA,0.2506299164508639,0.021157640613875366,11.845834846372172,2.241436518241069e-31,NA,NA,NA,NA,NA,NA,NA,NA
lm1,1 | idTRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,rm:estimation,NA,0.01886989100046617,0.02116270891928133,0.891657635723271,0.372679403033802,NA,NA,NA,NA,NA,NA,NA,NA
lm2,(Intercept),NA,-4.9360422910026923e-17,0.025656513034846007,-1.923894445164348e-15,0.9999999999999984,NA,NA,NA,NA,NA,NA,NA,NA
lm2,rm,NA,-0.0645794498241368,0.025704231428378767,-2.51240539924636,0.012100386028794693,NA,NA,NA,NA,NA,NA,NA,NA
lm2,estimation,NA,0.225811004107872,0.02566545102955537,8.79824803576748,3.918966619000157e-18,NA,NA,NA,NA,NA,NA,NA,NA
lm2,1 | idTRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,age,NA,-0.03726311722462124,0.025704231428378747,-1.4496880534416954,0.14736464606676036,NA,NA,NA,NA,NA,NA,NA,NA
lm2,rm:estimation,NA,0.02376464108211361,0.02567439213800619,0.9256165035718393,0.3548013811189763,NA,NA,NA,NA,NA,NA,NA,NA
lm3,(Intercept),NA,-1.636160372368693e-4,0.029428610986125335,-0.0055597607822540154,0.9955650448936177,NA,NA,NA,NA,NA,NA,NA,NA
lm3,rm,NA,-0.04269555798858792,0.02953940210916282,-1.445376512050127,0.14865427536775333,NA,NA,NA,NA,NA,NA,NA,NA
lm3,low_rep_est,NA,0.1911662618316519,0.02955073673135786,6.469086154078696,1.5168591076966705e-10,NA,NA,NA,NA,NA,NA,NA,NA
lm3,age,NA,-0.016263589582698888,0.029469882572787372,-0.55187154351666,0.5811552713592145,NA,NA,NA,NA,NA,NA,NA,NA
lm3,network,NA,0.270468248519057,0.029570118176756983,9.146674588931921,3.0278555571555914e-19,NA,NA,NA,NA,NA,NA,NA,NA
lm3,low_rep_est:age,NA,-0.010584967725123927,0.02938037372820311,-0.3602734200403685,0.7187160396311776,NA,NA,NA,NA,NA,NA,NA,NA
lm3,age:network,NA,-0.03697550863485971,0.02928215089816666,-1.2627319886250135,0.2069693799800479,NA,NA,NA,NA,NA,NA,NA,NA
