model,term,estimate,std.error,statistic,p.value,op,std.lv,std.all,std.nox,parameter,conf.low,conf.high,method,alternative
lm1,(Intercept),2.5492412900168513,0.21720882776647762,11.736361345117862,2.9304749528182923e-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.rich,0.45564595020664683,0.03995124136768909,11.405051122520423,7.657428742384149e-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.poor,-0.05797169416077584,0.03858351668689488,-1.502498972066646,0.1334007352955458,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.fatal,-0.06417566130972215,0.03305789848969402,-1.9413109798776007,0.05260506659382719,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,countryuk,-0.1806238473530912,0.07505267895476693,-2.406627583033383,0.01634798922505962,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,countryza,-0.21335968430578242,0.08201005158953387,-2.6016284610289335,0.009466250131574566,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,(Intercept),2.5350388008267912,0.25226358647983527,10.049166572954555,2.4455202039679444e-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.rich,0.4537523359473706,0.040400295942351255,11.231411190523142,4.179087619923926e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.poor,-0.05730042747750677,0.03868532457361326,-1.4811928840992747,0.13898785024080587,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.fatal,-0.06358693625261064,0.033264127631586815,-1.911576848094763,0.05632283169659136,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,countryuk,-0.17805254426662512,0.08565362067520269,-2.0787509373573108,0.037989892926193695,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,countryza,-0.2130645452380786,0.08217774324166692,-2.5927281138823925,0.00971292828165488,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,Gender_fac,0.020510744564540512,0.05855245373443801,0.3502969261982779,0.7262171985242516,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,Age,-3.7021260692875446e-4,0.0030387006786425827,-0.12183253504722684,0.9030652677617589,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,(Intercept),1.4414853042462192,0.23606545355141964,6.106295023520821,1.656415216198046e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.rich,0.5701605806646606,0.0434195424301318,13.131427664907566,1.633748615693913e-35,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.poor,-0.039352793236314576,0.04193308098919866,-0.9384665354413446,0.34831509990247744,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.fatal,-0.056096944135459556,0.035927765370642975,-1.5613813872570286,0.11886718074064338,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,countryuk,-0.30860333224245706,0.08156825337114823,-3.783375510546535,1.6739318545166637e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,countryza,0.05331307871821004,0.0891296188250341,0.5981522127101909,0.5499239008534222,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,(Intercept),1.3302868490968087,0.2729645969106285,4.873477601684582,1.3465267966818915e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.rich,0.5561654561376574,0.04371558595063233,12.722360779190533,1.26236107193731e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.poor,-0.034392638769979354,0.041859882260245555,-0.8216133661379678,0.41156596607531115,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.fatal,-0.0515834796205786,0.03599381629843593,-1.43312060029656,0.15225266993135134,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,countryuk,-0.29124959716801113,0.09268244524626028,-3.142446192417037,0.0017433485858615624,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,countryza,0.05537310253753116,0.08892133372082939,0.6227201079931652,0.5336634746137671,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,Gender_fac,0.15364002456487658,0.06335732855770954,2.424976369149345,0.015551679701443515,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,Age,-0.0026300468732981044,0.0032880595945385437,-0.7998781036896666,0.42404234519450434,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,(Intercept),1.5484713811630562,0.32717079811616667,4.732914398470395,2.6583394580237345e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,ccias.rich,0.5018278701390297,0.060176557547886714,8.339258518397136,3.714799753600531e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,ccias.poor,-0.19251898189753847,0.05811642223929921,-3.3126433885559146,9.697257955609425e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,ccias.fatal,0.03451216920143614,0.04979345979687483,0.6931064710551047,0.48846318511420117,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,countryuk,-0.06164838521263385,0.11304809812235983,-0.5453288134569722,0.5856939663190883,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm5,countryza,0.17287871618227907,0.12352764069489047,1.399514434257546,0.1620835587471672,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,(Intercept),0.9094562167501864,0.37393169475637905,2.4321453075613393,0.01524972363301499,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,ccias.rich,0.47664328084878943,0.059885579766742296,7.959232969027633,6.640825914108185e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,ccias.poor,-0.18366154712954638,0.05734346832164824,-3.202832903293551,0.0014200669543769219,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,ccias.fatal,0.054069913277880854,0.0493075984268781,1.096583792416196,0.2731859773890495,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,countryuk,-0.1466219537321919,0.1269648306679362,-1.154823370856666,0.24854168034820986,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,countryza,0.16804596595607235,0.12181251852640017,1.3795459447762104,0.1681500785328163,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm6,Gender_fac,0.4209501559672573,0.08679262259998444,4.850068397026786,1.5099600118186538e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
