model,term,estimate,std.error,statistic,p.value,op,std.lv,std.all,std.nox,parameter,conf.low,conf.high,method,alternative
lm1,(Intercept),2.8810359505320897,0.21640699276463948,13.313044618966886,2.328327040852308e-36,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.rich,0.37896491722539444,0.04147739066278725,9.136662436323284,6.251420363599651e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.poor,-0.11159365048131817,0.03499201831558931,-3.189117285972671,0.0014880417621305163,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,ccias.fatal,-0.06047756288307791,0.03233145071476377,-1.870549002475214,0.061807537590883345,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,countryuk,-0.10301396762966039,0.07242155406225734,-1.4224213904758827,0.1553311018686486,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm1,countryza,0.08476410456691548,0.08001145627204043,1.059399597461593,0.28976823367324084,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,(Intercept),3.03046014284587,0.2454319497917605,12.347455762858495,6.169977053143229e-32,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.rich,0.3736657559705546,0.04151296256657119,9.001182591373361,1.9213892542626302e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.poor,-0.1032061808470662,0.03511784850031945,-2.9388526135400173,0.0033985033260705557,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,ccias.fatal,-0.06471864865531612,0.03234336692856249,-2.0009867494086695,0.04576462041555887,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,countryuk,-0.014788811409344512,0.08241032620654205,-0.17945337787257198,0.8576316560751408,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,countryza,0.08147384162596844,0.07987499605244747,1.020016846980138,0.308059315124169,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,Gender_fac,0.028152027830030533,0.0557026725977027,0.505398152676638,0.6134321894233339,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm2,Age,-0.006469947164189754,0.0029600856741241084,-2.185729697200138,0.029153277585508102,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,(Intercept),1.4946642284995957,0.24791838955482565,6.028855831080089,2.6208572240345867e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.rich,0.5386548111182549,0.04751698530942667,11.336047680857263,1.4988680191918524e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.poor,-0.09678725098529928,0.04008726666937618,-2.414413828300193,0.016005505266848293,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,ccias.fatal,-0.06291849165452454,0.03703928921508112,-1.6986959789959009,0.08980258058735391,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,countryuk,-0.07860348186268007,0.08296698190201152,-0.9474067883476227,0.34374503768230624,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm3,countryza,0.2939141114770262,0.09166206290974269,3.2064968008240875,0.00140219468895491,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,(Intercept),1.776448717424992,0.27844986956674095,6.379779312481235,3.1530572416202623e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.rich,0.5258312117765541,0.047097694582137126,11.164691105198758,7.9441531311430907e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.poor,-0.07820724141909106,0.039842246874032705,-1.9629224643468302,0.050035563374964044,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,ccias.fatal,-0.07166747532468525,0.03669451475347328,-1.9530841545711306,0.051192384183563804,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,countryuk,0.11399689533136122,0.09349697381548724,1.2192575939016999,0.22314133096330413,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,countryza,0.2874712950383211,0.0906205661134124,3.172252253186637,0.0015761389862678633,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,Gender_fac,0.09008437669174624,0.06319634396625691,1.4254681685359194,0.15445051950854383,NA,NA,NA,NA,NA,NA,NA,NA,NA
lm4,Age,-0.013969371948948622,0.0033583055122430815,-4.1596489354591775,3.567688798343776e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
