model,term,op,estimate,std.error,statistic,p.value,std.lv,std.all,std.nox,block,group,label,parameter,conf.low,conf.high,method,alternative
cfa11,Mobility =~ BSMBS_4u_I1,=~,1,0,NA,NA,1.1930106401123095,0.8340744607638895,0.8340744607638895,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_8u_I2,=~,0.840528977638727,0.03994354751475534,21.04292257286941,0,1.0027600136457229,0.7349395626672233,0.7349395626672233,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_9u_I3,=~,0.6894190108858425,0.05765907110732653,11.956817854428468,0,0.8224842154825142,0.6287826119194321,0.6287826119194321,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_10u_I4,=~,0.8355683538926271,0.05921718790118076,14.110233591081522,0,0.9968419367350317,0.7281030633715534,0.7281030633715534,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_11d_I5,=~,-0.6923590488045906,0.1371861214496658,-5.04685927037175,4.4913191810103115e-7,-0.8259917120019145,-0.5290994298992858,-0.5290994298992858,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_13d_I6,=~,-0.5500817853856569,0.12226863975531438,-4.498960538748839,6.828653039248067e-6,-0.6562534228970646,-0.49557535486139276,-0.49557535486139276,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_14d_I7,=~,-0.6356622831541934,0.11921823428243504,-5.3319216391703295,9.717887472504572e-8,-0.7583518673210363,-0.5623818793561897,-0.5623818793561897,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_18d_I8,=~,-0.581824427769936,0.12525409320743577,-4.64515300754575,3.398244991847932e-6,-0.6941227330067896,-0.5171900690335223,-0.5171900690335223,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_4u_I1 ~~ BSMBS_4u_I1,~~,0.6226001033926538,0.1415896234303272,4.3972156172801755,1.0964840735816495e-5,0.6226001033926538,0.30431979390142716,0.30431979390142716,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_8u_I2 ~~ BSMBS_8u_I2,~~,0.8560911800473293,0.12245181149481615,6.991249615638155,2.724487302430134e-12,0.8560911800473293,0.4598638392265105,0.4598638392265105,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_9u_I3 ~~ BSMBS_9u_I3,~~,1.0345358198540784,0.10455536380090114,9.894622162322408,0,1.0345358198540784,0.6046324269477769,0.6046324269477769,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_10u_I4 ~~ BSMBS_10u_I4,~~,0.8807260431452485,0.13235857950140656,6.654091079421785,2.850564229106567e-11,0.8807260431452485,0.4698659291089595,0.4698659291089595,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_11d_I5 ~~ BSMBS_11d_I5,~~,1.7548570093409739,0.21986858574114723,7.981390353813341,1.5543122344752192e-15,1.7548570093409739,0.7200537932802507,0.7200537932802507,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_13d_I6 ~~ BSMBS_13d_I6,~~,1.3229040897386115,0.15891781632344476,8.324454238951475,0,1.3229040897386115,0.7544050676540045,0.7544050676540045,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_14d_I7 ~~ BSMBS_14d_I7,~~,1.2432583179971415,0.16310803783550892,7.622299516906345,2.4868995751603507e-14,1.2432583179971415,0.6837266217718001,0.6837266217718001,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_18d_I8 ~~ BSMBS_18d_I8,~~,1.3194361171178042,0.18821189411115416,7.010375849777973,2.376765451117535e-12,1.3194361171178042,0.7325144324931006,0.7325144324931006,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility ~~ Mobility,~~,1.4232743874211826,0.18780023083569303,7.578661544172486,3.4861002973229915e-14,1.0000000000000002,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_4u_I1,=~,1,0,NA,NA,1.272110149044745,0.8893744828239463,0.8893744828239463,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_8u_I2,=~,0.8425403785259865,0.042369908137455,19.88534824745539,0,1.0718041665029086,0.7855425691632194,0.7855425691632194,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_9u_I3,=~,0.6578601918734859,0.054348615171677814,12.104451784013632,0,0.8368706267347847,0.6397803758231834,0.6397803758231834,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_10u_I4,=~,0.7908459166593883,0.0551910636420707,14.329238548259237,0,1.0060431169130024,0.7348229594936196,0.7348229594936196,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Downward =~ BSMBS_11d_I5,=~,1,0,NA,NA,1.1300768517294517,0.7238847996415165,0.7238847996415165,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Downward =~ BSMBS_13d_I6,=~,0.8228093393699278,0.07511504094462133,10.953989094894393,0,0.929837787808758,0.7021756274917446,0.7021756274917446,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Downward =~ BSMBS_14d_I7,=~,0.9429651959192618,0.07179924627587009,13.133357866963689,0,1.065623139894885,0.7902495504309479,0.7902495504309479,NA,NA,NA,NA,NA,NA,NA,NA
