model,term,op,estimate,std.error,statistic,p.value,std.lv,std.all,std.nox,block,group,label,parameter,conf.low,conf.high,method,alternative
cfa11,Mobility =~ BSMBS_4u_I1,=~,1,0,NA,NA,1.0432613188377289,0.7771547998346423,0.7771547998346423,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_8u_I2,=~,0.7716138154588603,0.053869600595799094,14.32373373711319,0,0.8049948467490226,0.6059298730564378,0.6059298730564378,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_9u_I3,=~,0.6734014095253956,0.0827892751003368,8.133920833456555,4.440892098500626e-16,0.7025336426086498,0.5315143169429625,0.5315143169429625,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_10u_I4,=~,0.9977376933372261,0.047625024807859594,20.94986191319671,0,1.040901141805108,0.7327303732089072,0.7327303732089072,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_11d_I5,=~,-0.9368055289309961,0.12297853503233173,-7.617634481372743,2.5757174171303632e-14,-0.9773329716070271,-0.6277663339556804,-0.6277663339556804,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_13d_I6,=~,-0.7393554873539258,0.11821042602961142,-6.254570871512797,3.9861047795852755e-10,-0.7713409808267684,-0.5718439415693445,-0.5718439415693445,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_14d_I7,=~,-0.949190659019297,0.11886307641834074,-7.985580447864258,1.3322676295501878e-15,-0.9902538987569248,-0.7079612102190225,-0.7079612102190225,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility =~ BSMBS_18d_I8,=~,-0.7633561295583658,0.11683346389037205,-6.5337113540915235,6.415956654848287e-11,-0.796379922465925,-0.6039186734425315,-0.6039186734425315,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_4u_I1 ~~ BSMBS_4u_I1,~~,0.7136736899063175,0.10895861969810905,6.549951641124756,5.7555737953407515e-11,0.7136736899063175,0.39603041709397685,0.39603041709397685,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_8u_I2 ~~ BSMBS_8u_I2,~~,1.116970138001321,0.11630485049161404,9.603813884631219,0,1.116970138001321,0.6328489889378092,0.6328489889378092,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_9u_I3 ~~ BSMBS_9u_I3,~~,1.2534923928952377,0.10712473165124181,11.701241847458173,0,1.2534923928952377,0.717492530884656,0.717492530884656,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_10u_I4 ~~ BSMBS_10u_I4,~~,0.9345685813628376,0.13643610732860073,6.849862544905124,7.392086942559217e-12,0.9345685813628376,0.46310620017713555,0.46310620017713555,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_11d_I5 ~~ BSMBS_11d_I5,~~,1.4685771601003887,0.1644699309296501,8.929152896212706,0,1.4685771601003887,0.605909429951845,0.605909429951845,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_13d_I6 ~~ BSMBS_13d_I6,~~,1.2244731940225684,0.13713790369793608,8.928772870260788,0,1.2244731940225684,0.6729945064904361,0.6729945064904361,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_14d_I7 ~~ BSMBS_14d_I7,~~,0.9758717344625449,0.12223005428451883,7.983893488183986,1.3322676295501878e-15,0.9758717344625449,0.49879092482521703,0.49879092482521703,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,BSMBS_18d_I8 ~~ BSMBS_18d_I8,~~,1.1047153783220875,0.13140204980885514,8.407139614100915,0,1.1047153783220875,0.6352822358674131,0.6352822358674131,NA,NA,NA,NA,NA,NA,NA,NA
cfa11,Mobility ~~ Mobility,~~,1.0883941793830376,0.14931541595166634,7.289228459406715,3.1175062531474396e-13,1.0000000000000002,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_4u_I1,=~,1,0,NA,NA,1.1406803187330117,0.8497252499439076,0.8497252499439076,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_8u_I2,=~,0.7880341042017059,0.05276718840082614,14.934168904655307,0,0.8988949931532852,0.6766095549088096,0.6766095549088096,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_9u_I3,=~,0.589478783298322,0.07023125251895466,8.393396987177866,0,0.6724068464190779,0.5087215353520504,0.5087215353520504,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Upward =~ BSMBS_10u_I4,=~,1.015675930169621,0.05023968527189137,20.216606148563635,0,1.1585615437553314,0.8155559464977011,0.8155559464977011,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Downward =~ BSMBS_11d_I5,=~,1,0,NA,NA,1.0564171308447323,0.6785640989007136,0.6785640989007136,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Downward =~ BSMBS_13d_I6,=~,0.8401055153303827,0.06809444900321682,12.337356827583635,0,0.8875018581121582,0.6579615446917387,0.6579615446917387,NA,NA,NA,NA,NA,NA,NA,NA
cfa22,Downward =~ BSMBS_14d_I7,=~,1.0614763800486133,0.0780750990511603,13.595581599621916,0,1.1213618318704088,0.8016941341468036,0.8016941341468036,NA,NA,NA,NA,NA,NA,NA,NA
