model,term,op,estimate,std.error,statistic,p.value,std.lv,std.all,std.nox,block,group,label,parameter,conf.low,conf.high,method,alternative
cfa33,Upward =~ BSMBS_9u_I3,=~,458.55590185374587,36.637608293215955,12.515988985521604,0,8.981127856539677,6.746266472422464,6.746266472422464,1,1,NA,NA,NA,NA,NA,NA
cfa33,Upward =~ BSMBS_10u_I4,=~,-0.24979361707224296,0.7870626825997838,-0.31737448947158553,0.7509594618609394,-0.004892377142250492,-0.0034381577054113208,-0.0034381577054113208,1,1,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_11d_I5,=~,1,0,NA,NA,0.41675460306434137,0.277902180097652,0.277902180097652,1,1,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_13d_I6,=~,-1.6181275672366886,1.118866265599557,-1.446220711971861,0.148115306182677,-0.6743621119911946,-0.4652772178075853,-0.4652772178075853,1,1,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_14d_I7,=~,0.06635757559368959,0.43310461024881886,0.15321373641247346,0.878229725478219,0.02765482507686013,0.020718070188771597,0.020718070188771597,1,1,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_18d_I8,=~,0.7906870936766606,0.6360203402666889,1.2431789419582377,0.21380190077268857,0.3295224858733144,0.2602281477673875,0.2602281477673875,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_4u_I1 ~~ BSMBS_4u_I1,~~,2.088200995413471,0.19411638598147454,10.75746895273827,0,2.088200995413471,0.9998163355455433,0.9998163355455433,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_8u_I2 ~~ BSMBS_8u_I2,~~,2.0029939059862207,0.16817746816608062,11.910001546748227,0,2.0029939059862207,0.9997528407183568,0.9997528407183568,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_9u_I3 ~~ BSMBS_9u_I3,~~,-78.88836762364019,16.45007202291971,-4.795624451596678,1.621688501041163e-6,-78.88836762364019,-44.512111316931446,-44.512111316931446,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_10u_I4 ~~ BSMBS_10u_I4,~~,2.0248046802456576,0.19776865813809705,10.238248564298726,0,2.0248046802456576,0.9999881790715928,0.9999881790715928,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_11d_I5 ~~ BSMBS_11d_I5,~~,2.0752505994083594,0.23981776618807857,8.653448126027625,0,2.0752505994083594,0.9227703782969721,0.9227703782969721,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_13d_I6 ~~ BSMBS_13d_I6,~~,1.6459295164950953,0.4212153645693353,3.9075723607042416,9.32281253036571e-5,1.6459295164950953,0.7835171105892327,0.7835171105892327,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_14d_I7 ~~ BSMBS_14d_I7,~~,1.7809707040218847,0.2035241424870606,8.750660645260368,0,1.7809707040218847,0.9995707615676531,0.9995707615676531,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_18d_I8 ~~ BSMBS_18d_I8,~~,1.4948876280626155,0.22920433910988877,6.522073857187812,6.934186558282818e-11,1.4948876280626155,0.9322813111095547,0.9322813111095547,1,1,NA,NA,NA,NA,NA,NA
cfa33,Upward ~~ Upward,~~,3.8359875007368683e-4,2.250384768049852e-5,17.0459183478258,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
cfa33,Downward ~~ Downward,~~,0.17368439917531675,0.17562668313206575,0.9889408379062282,0.32269208843262676,1.0000000000000002,1.0000000000000002,1.0000000000000002,1,1,NA,NA,NA,NA,NA,NA
cfa33,Upward ~~ Downward,~~,-4.0785992851367735e-4,2.2864713775862808e-4,-1.7837963444975886,0.07445676379825605,-0.049968008615578645,-0.049968008615578645,-0.049968008615578645,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_4u_I1 ~1 ,~1,3.974522297516577,0.1153373025326667,34.459990048673824,0,3.974522297516577,2.7501659621173116,2.7501659621173116,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_8u_I2 ~1 ,~1,3.4331210167607407,0.11296493410940328,30.391032791077112,0,3.4331210167607407,2.425468405983754,2.425468405983754,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_9u_I3 ~1 ,~1,3.987261153357295,0.10619470028897379,37.54670565016221,0,3.987261153357295,2.9950721852935254,2.9950721852935254,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_10u_I4 ~1 ,~1,4.025477714395541,0.11356494779011687,35.446480562252006,0,4.025477714395541,2.8289371034351785,2.8289371034351785,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_11d_I5 ~1 ,~1,3.92356688714255,0.11968469888212753,32.782527121588934,0,3.92356688714255,2.616330530433361,2.616330530433361,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_13d_I6 ~1 ,~1,3.2547770764534683,0.11567287905981383,28.137771817458095,0,3.2547770764534683,2.2456386499008265,2.2456386499008265,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_14d_I7 ~1 ,~1,3.350318447477158,0.10652996733508363,31.449539798871168,0,3.350318447477158,2.509946548446907,2.509946548446907,1,1,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_18d_I8 ~1 ,~1,3.22929937315046,0.10106038975207979,31.954155144983517,0,3.22929937315046,2.55021927330448,2.55021927330448,1,1,NA,NA,NA,NA,NA,NA
cfa33,Upward ~1 ,~1,0,0,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA
cfa33,Downward ~1 ,~1,0,0,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA
cfa33,Upward =~ BSMBS_4u_I1,=~,1,0,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
cfa33,Upward =~ BSMBS_8u_I2,=~,3.3642841373151327,7.496317822750835,0.44879155564946166,0.6535820308696436,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
cfa33,Upward =~ BSMBS_9u_I3,=~,3.639883114037867,4.057228522301172,0.8971353459709496,0.3696466998649295,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
cfa33,Upward =~ BSMBS_10u_I4,=~,0.47991306265414857,1.659846354934478,0.2891310157879601,0.7724811195375416,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_11d_I5,=~,1,0,NA,NA,0.8044301960463175,0.5365826342705696,0.5365826342705696,2,2,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_13d_I6,=~,-0.21009542261237046,0.3383117589336794,-0.621011292290187,0.5345921933340805,-0.1690071020005031,-0.12309807526543368,-0.12309807526543368,2,2,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_14d_I7,=~,-0.16582619514404431,0.43173532339267173,-0.3840922578234863,0.7009100695747015,-0.13339559866933848,-0.09492046026068231,-0.09492046026068231,2,2,NA,NA,NA,NA,NA,NA
cfa33,Downward =~ BSMBS_18d_I8,=~,0.37979787438094775,0.8334884492026456,0.4556726307896412,0.6486254059221062,0.30552087854624044,0.25059621763865886,0.25059621763865886,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_4u_I1 ~~ BSMBS_4u_I1,~~,1.8796677584238648,0.15972611316551327,11.768067983198799,0,1.8796677584238648,1.0137632880597556,1.0137632880597556,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_8u_I2 ~~ BSMBS_8u_I2,~~,2.030434181535088,0.7484633042663085,2.712803914315411,0.006671657207567794,2.030434181535088,1.165845704950158,1.165845704950158,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_9u_I3 ~~ BSMBS_9u_I3,~~,2.162472592691502,0.8788178837734971,2.4606606586181496,0.013868146568914996,2.162472592691502,1.1853221829709106,1.1853221829709106,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_10u_I4 ~~ BSMBS_10u_I4,~~,1.9262768021292884,0.15489684581013197,12.435868477854367,0,1.9262768021292884,1.0030605560128836,1.0030605560128836,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_11d_I5 ~~ BSMBS_11d_I5,~~,1.6004117351187823,1.39699135129561,1.1456132019962144,0.25195523224838334,1.6004117351187823,0.7120790765992561,0.7120790765992561,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_13d_I6 ~~ BSMBS_13d_I6,~~,1.8564193696351765,0.16412114673126363,11.311274668796504,0,1.8564193696351765,0.9848468638659457,0.9848468638659457,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_14d_I7 ~~ BSMBS_14d_I7,~~,1.957188470496836,0.17179683268514806,11.392459569285391,0,1.957188470496836,0.9909901062239003,0.9909901062239003,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_18d_I8 ~~ BSMBS_18d_I8,~~,1.3930469590854546,0.23388708136233613,5.956066281948068,2.583815827961189e-9,1.3930469590854546,0.9372015357051979,0.9372015357051979,2,2,NA,NA,NA,NA,NA,NA
cfa33,Upward ~~ Upward,~~,-0.02551918097698739,0.06409308214818533,-0.3981581181879535,0.6905136360281023,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
cfa33,Downward ~~ Downward,~~,0.6471079403111168,1.3890096493019115,0.4658772101664955,0.6413033947241482,1.0000000000000002,1.0000000000000002,1.0000000000000002,2,2,NA,NA,NA,NA,NA,NA
cfa33,Upward ~~ Downward,~~,-0.01914400806944129,0.02968174326886242,-0.6449758660073136,0.5189428256083217,-0.1489742262076433,-0.1489742262076433,-0.1489742262076433,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_4u_I1 ~1 ,~1,3.670833335221495,0.08789551802935358,41.763600892545895,0,3.670833335221495,2.695829371952502,2.695829371952502,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_8u_I2 ~1 ,~1,3.591666676261838,0.0851860027711973,42.1626389244811,0,3.591666676261838,2.7215862731139837,2.7215862731139837,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_9u_I3 ~1 ,~1,4.0250000122751866,0.08718693982593287,46.16517130101166,0,4.0250000122751866,2.9799486892507723,2.9799486892507723,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_10u_I4 ~1 ,~1,3.9791666720161727,0.08945201915412258,44.483810534899305,0,3.9791666720161727,2.8714176101844884,2.8714176101844884,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_11d_I5 ~1 ,~1,3.7291666558054724,0.0967704032865084,38.53623142154857,0,3.7291666558054724,2.487482540611712,2.487482540611712,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_13d_I6 ~1 ,~1,3.2291666460952526,0.08862332790570521,36.4369824785983,0,3.2291666460952526,2.3519970116077027,2.3519970116077027,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_14d_I7 ~1 ,~1,3.504166683962215,0.09071435631848518,38.628579049379844,0,3.504166683962215,2.493463935765489,2.493463935765489,2,2,NA,NA,NA,NA,NA,NA
cfa33,BSMBS_18d_I8 ~1 ,~1,3.1166666459905836,0.07869743893490408,39.603152125046755,0,3.1166666459905836,2.5563715214559304,2.5563715214559304,2,2,NA,NA,NA,NA,NA,NA
cfa33,Upward ~1 ,~1,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
cfa33,Downward ~1 ,~1,0,0,NA,NA,0,0,0,2,2,NA,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_4u_I1,=~,1,0,NA,NA,0.012965010700313855,0.008988926274909638,0.008988926274909638,1,1,,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_8u_I2,=~,1.9483626163003722,NA,NA,NA,0.025260542168425822,0.017819377984930374,0.017819377984930374,1,1,.p2.,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_9u_I3,=~,703.2510491407602,NA,NA,NA,9.1176573771169,6.8420926208422586,6.8420926208422586,1,1,.p3.,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_10u_I4,=~,0.18775401317424484,NA,NA,NA,0.0024342327898309525,0.0017098616015694243,0.0017098616015694243,1,1,.p4.,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_11d_I5,=~,1,0,NA,NA,0.45321000938554257,0.301638968430414,0.301638968430414,1,1,,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_13d_I6,=~,-1.5182170760896676,NA,NA,NA,-0.6880711753038893,-0.4746191318753374,-0.4746191318753374,1,1,.p6.,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_14d_I7,=~,0.11320874241936978,NA,NA,NA,0.05130733521440805,0.03843264882388997,0.03843264882388997,1,1,.p7.,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_18d_I8,=~,0.618267442736928,NA,NA,NA,0.28020499352557854,0.22181823331101033,0.22181823331101033,1,1,.p8.,NA,NA,NA,NA,NA
cfa44,BSMBS_4u_I1 ~~ BSMBS_4u_I1,~~,2.0801518021506413,NA,NA,NA,2.0801518021506413,0.9999191992044242,0.9999191992044242,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_8u_I2 ~~ BSMBS_8u_I2,~~,2.00891856072136,NA,NA,NA,2.00891856072136,0.9996824697682302,0.9996824697682302,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_9u_I3 ~~ BSMBS_9u_I3,~~,-81.35589817931039,NA,NA,NA,-81.35589817931039,-45.81423143218407,-45.81423143218407,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_10u_I4 ~~ BSMBS_10u_I4,~~,2.0267539485186314,NA,NA,NA,2.0267539485186314,0.9999970763733034,0.9999970763733034,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_11d_I5 ~~ BSMBS_11d_I5,~~,2.0520816265865665,NA,NA,NA,2.0520816265865665,0.9090139327242357,0.9090139327242357,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_13d_I6 ~~ BSMBS_13d_I6,~~,1.6282847905238982,NA,NA,NA,1.6282847905238982,0.7747366796579012,0.7747366796579012,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_14d_I7 ~~ BSMBS_14d_I7,~~,1.7795751222758127,NA,NA,NA,1.7795751222758127,0.9985229315043795,0.9985229315043795,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_18d_I8 ~~ BSMBS_18d_I8,~~,1.5172072516337596,NA,NA,NA,1.5172072516337596,0.9507966713707822,0.9507966713707822,1,1,,NA,NA,NA,NA,NA
cfa44,Upward ~~ Upward,~~,1.6809150245925274e-4,NA,NA,NA,1,1,1,1,1,,NA,NA,NA,NA,NA
cfa44,Downward ~~ Downward,~~,0.20539931260724356,NA,NA,NA,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,,NA,NA,NA,NA,NA
cfa44,Upward ~~ Downward,~~,-2.866580316434059e-4,NA,NA,NA,-0.04878561026160999,-0.04878561026160999,-0.04878561026160999,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_4u_I1 ~1 ,~1,3.9745226309339814,NA,NA,NA,3.9745226309339814,2.755623711638015,2.755623711638015,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_8u_I2 ~1 ,~1,3.4331189388670458,NA,NA,NA,3.4331189388670458,2.4218024946179257,2.4218024946179257,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_9u_I3 ~1 ,~1,3.987262295813803,NA,NA,NA,3.987262295813803,2.99213019344414,2.99213019344414,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_10u_I4 ~1 ,~1,4.025478795259266,NA,NA,NA,4.025478795259266,2.827589723012384,2.827589723012384,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_11d_I5 ~1 ,~1,3.9235646287006527,NA,NA,NA,3.9235646287006527,2.6113721291723064,2.6113721291723064,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_13d_I6 ~1 ,~1,3.254777741995943,NA,NA,NA,3.254777741995943,2.245087197078162,2.245087197078162,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_14d_I7 ~1 ,~1,3.350321232822134,NA,NA,NA,3.350321232822134,2.509616195231993,2.509616195231993,1,1,,NA,NA,NA,NA,NA
cfa44,BSMBS_18d_I8 ~1 ,~1,3.2292989347176957,NA,NA,NA,3.2292989347176957,2.556404778942021,2.556404778942021,1,1,,NA,NA,NA,NA,NA
cfa44,Upward ~1 ,~1,0,0,NA,NA,0,0,0,1,1,,NA,NA,NA,NA,NA
cfa44,Downward ~1 ,~1,0,0,NA,NA,0,0,0,1,1,,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_4u_I1,=~,1,0,NA,NA,NA,NA,NA,2,2,,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_8u_I2,=~,1.948362616300372,NA,NA,NA,NA,NA,NA,2,2,.p2.,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_9u_I3,=~,703.2510491407602,NA,NA,NA,NA,NA,NA,2,2,.p3.,NA,NA,NA,NA,NA
cfa44,Upward =~ BSMBS_10u_I4,=~,0.1877540131742448,NA,NA,NA,NA,NA,NA,2,2,.p4.,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_11d_I5,=~,1,0,NA,NA,0.3338219151140362,0.22296170598815584,0.22296170598815584,2,2,,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_13d_I6,=~,-1.5182170760896674,NA,NA,NA,-0.5068141318990852,-0.36921053718491675,-0.36921053718491675,2,2,.p6.,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_14d_I7,=~,0.11320874241936978,NA,NA,NA,0.03779155920208565,0.02689381989828027,0.02689381989828027,2,2,.p7.,NA,NA,NA,NA,NA
cfa44,Downward =~ BSMBS_18d_I8,=~,0.618267442736928,NA,NA,NA,0.206391221787099,0.16901293067930961,0.16901293067930961,2,2,.p8.,NA,NA,NA,NA,NA
cfa44,BSMBS_4u_I1 ~~ BSMBS_4u_I1,~~,1.8593637838442696,NA,NA,NA,1.8593637838442696,1.0001209857631712,1.0001209857631712,2,2,,NA,NA,NA,NA,NA
cfa44,BSMBS_8u_I2 ~~ BSMBS_8u_I2,~~,1.7390209118750886,NA,NA,NA,1.7390209118750886,1.0004912404924167,1.0004912404924167,2,2,,NA,NA,NA,NA,NA
cfa44,BSMBS_9u_I3 ~~ BSMBS_9u_I3,~~,113.06733016949528,NA,NA,NA,113.06733016949528,61.92685194986289,61.92685194986289,2,2,,NA,NA,NA,NA,NA
cfa44,BSMBS_10u_I4 ~~ BSMBS_10u_I4,~~,1.919198880080932,NA,NA,NA,1.919198880080932,1.0000041314867643,1.0000041314867643,2,2,,NA,NA,NA,NA,NA
cfa44,BSMBS_11d_I5 ~~ BSMBS_11d_I5,~~,2.130219774497014,NA,NA,NA,2.130219774497014,0.9502880776628511,0.9502880776628511,2,2,,NA,NA,NA,NA,NA
cfa44,BSMBS_13d_I6 ~~ BSMBS_13d_I6,~~,1.6274360072046137,NA,NA,NA,1.6274360072046137,0.8636835792316252,0.8636835792316252,2,2,,NA,NA,NA,NA,NA
cfa44,BSMBS_14d_I7 ~~ BSMBS_14d_I7,~~,1.9731968219460772,NA,NA,NA,1.9731968219460772,0.9992767224512789,0.9992767224512789,2,2,,NA,NA,NA,NA,NA
