model,term,estimate,std.error,statistic,p.value
lm1,(Intercept),-0.10047053036363282,0.12443079392690685,-0.8074410456840067,0.4194124271754284
lm1,Condition,0.6291139974464038,0.1825965302068981,3.4453776133290255,5.70262138917042e-4
lm2,(Intercept),0.4749034749034723,0.0306065540885521,15.516398008395935,1.4547686376461714e-44
lm2,Condition,0.15426319176319148,0.04413255673888224,3.495451049344723,5.15623634728308e-4
