model,term,estimate,std.error,statistic,p.value
lm1,(Intercept),0.24475702568769958,0.12240087512252315,1.9996346059021068,0.04553973427697473
lm1,Condition,-0.21922372368253312,0.17890227830366648,-1.2253825147515758,0.22043113180881418
lm2,(Intercept),0.5608856088560865,0.030310800120569907,18.504480469832636,1.0166175843920483e-58
lm2,Condition,-0.05450263013268458,0.04447733200317085,-1.2254024168715654,0.2209959656730636
