model,term,estimate,std.error,statistic,p.value
lm1,(Intercept),0.27443684570175303,0.12425214880215905,2.2087090512915486,0.02719488446024879
lm1,Condition,0.21285828065403858,0.1849577244805161,1.150848288450162,0.24979465496323233
lm2,(Intercept),0.56818181818182,0.030270229924837164,18.77031722562565,1.4268025816959577e-59
lm2,Condition,0.051287208366853715,0.04457173504410297,1.1506666347205443,0.25043292057142286
