model,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative
cor.test1,0.07162217341009598,0.9167651017180483,0.3606201426467598,163,-0.08205935796608939,0.22197673146063782,Pearson's product-moment correlation,two.sided
cor.test1,-0.09318303165644995,-1.194880236960777,0.23386951228769934,163,-0.2425139806622436,0.06046132750946589,Pearson's product-moment correlation,two.sided
cor.test1,0.03331468589208995,0.4255696652711617,0.670982801891091,163,-0.1200800953144782,0.18515583543693406,Pearson's product-moment correlation,two.sided
cor.test1,0.05219886905193062,0.6673403260551897,0.5054984345789955,163,-0.10139333709180715,0.2033606227048981,Pearson's product-moment correlation,two.sided
cor.test1,-0.1443098433807338,-1.861914236358385,0.06441547781135669,163,-0.29068436481984516,0.00866478029340926,Pearson's product-moment correlation,two.sided
cor.test1,-0.17707301820116336,-2.2970150398719134,0.02289018561759428,163,-0.32116777454196055,-0.024964831930483555,Pearson's product-moment correlation,two.sided
cor.test1,0.02911554590577736,0.37188006365703746,0.7104651468874345,163,-0.12422061535315383,0.18109355452108877,Pearson's product-moment correlation,two.sided
cor.test1,0.033640588266474175,0.42973751302865765,0.6679541400803098,163,-0.11975851921789897,0.18547089909151243,Pearson's product-moment correlation,two.sided
cor.test1,0.012081041511150208,0.1542516698156413,0.8776021242987079,163,-0.14096272642945396,0.16456087862998306,Pearson's product-moment correlation,two.sided
cor.test1,-0.09697514264152951,-1.2439587617445078,0.21530067446377607,163,-0.24611227271632943,0.05664774327937302,Pearson's product-moment correlation,two.sided
cor.test1,-0.02641029723837875,-0.3373017583266803,0.7363233800213878,163,-0.178473726167287,0.12688527351152448,Pearson's product-moment correlation,two.sided
cor.test1,-0.05730014905514338,-0.7327632631309363,0.4647552619317217,163,-0.2082605089391544,0.09632672647286313,Pearson's product-moment correlation,two.sided
cor.test1,0.19100031472170964,2.484264141032024,0.013992371843000628,163,0.0393654859122925,0.3340361490825682,Pearson's product-moment correlation,two.sided
cor.test1,-0.03143516533260209,-0.4015357661832,0.6885516579278202,163,-0.18333821383672033,0.12193403776037115,Pearson's product-moment correlation,two.sided
cor.test1,-0.027525314328940172,-0.35155288943862645,0.7256276303766556,163,-0.17955379698628102,0.12578725450037836,Pearson's product-moment correlation,two.sided
cor.test1,0.06197798891512005,0.7928061487989138,0.4290432023226859,163,-0.09167367023846577,0.21274702183841185,Pearson's product-moment correlation,two.sided
cor.test1,-0.03841907783089346,-0.49086434823035574,0.624182593861353,163,-0.19008688609571434,0.11503976415547507,Pearson's product-moment correlation,two.sided
cor.test1,-0.0290814437967468,-0.3714441235115463,0.7107891390132877,163,-0.18106054263070964,0.12425421955174525,Pearson's product-moment correlation,two.sided
cor.test1,0.037417945612348895,0.47805513011357775,0.6332514770417432,163,-0.1160289553421876,0.1891203544287751,Pearson's product-moment correlation,two.sided
cor.test1,-0.0173861333564578,-0.22200484745809237,0.8245880162516274,163,-0.16971888749327113,0.13575806400732474,Pearson's product-moment correlation,two.sided
cor.test1,0.021800305400103283,0.27839382904318455,0.7810629021228599,163,-0.1314210033962061,0.17400432528000176,Pearson's product-moment correlation,two.sided
cor.test1,0.008034221695074407,0.10257738670589013,0.9184244769723074,163,-0.14492725718665522,0.16062064139849583,Pearson's product-moment correlation,two.sided
cor.test1,0.08906001469061134,1.1415784853463955,0.2553035619795036,163,-0.06460260813819342,0.2385970279725304,Pearson's product-moment correlation,two.sided
cor.test1,-0.07300495918493612,-0.9345587213816575,0.3513981717971997,163,-0.22329788479540236,0.08067850666360302,Pearson's product-moment correlation,two.sided
cor.test1,0.04032102964610474,0.5152034210091967,0.6071088737127804,163,-0.11315965921919237,0.19192229429844454,Pearson's product-moment correlation,two.sided
cor.test1,-0.03354718391630024,-0.4285429845582058,0.6688216165400642,163,-0.18538060433389872,0.11985068693788804,Pearson's product-moment correlation,two.sided
cor.test1,-0.05292440997348574,-0.6766419331177425,0.4995922324331086,163,-0.20405798211602832,0.10067321278534681,Pearson's product-moment correlation,two.sided
cor.test1,0.02456744460357834,0.3137508336718941,0.7541114472094947,163,-0.12869920924176298,0.17668782754528686,Pearson's product-moment correlation,two.sided
cor.test1,0.03922165821502971,0.5011342160806568,0.6169527548326621,163,-0.114246536718119,0.19086151590445402,Pearson's product-moment correlation,two.sided
cor.test1,0.03190777655088407,0.4075787525998568,0.6841177650788839,163,-0.12146795893474564,0.1837953581383,Pearson's product-moment correlation,two.sided
cor.test1,0.019370391244447314,0.24735100910402952,0.8049478713189293,163,-0.13380919517512538,0.17164598984298157,Pearson's product-moment correlation,two.sided
cor.test1,-0.0069888653780748634,-0.08923003922056345,0.9290086348948461,163,-0.15960202599234088,0.1459505593613799,Pearson's product-moment correlation,two.sided
cor.test1,0.11608938480451453,1.492219285044766,0.13757459986103343,163,-0.03735677669029341,0.26418719596718304,Pearson's product-moment correlation,two.sided
cor.test1,0.16903060932340974,2.1895441393097275,0.029978610497176525,163,0.016677732375012393,0.3137125323233973,Pearson's product-moment correlation,two.sided
cor.test1,0.03403918711899412,0.4348352364988119,0.6642571723112104,163,-0.11936516790837622,0.18585619908268844,Pearson's product-moment correlation,two.sided
cor.test1,0.07607150693379984,0.974038392822351,0.33148075755533757,163,-0.07761414275939915,0.2262257839913444,Pearson's product-moment correlation,two.sided
cor.test1,0.01204853833628709,0.15383660643715186,0.8779288658240179,163,-0.14099458824208583,0.16452925087741677,Pearson's product-moment correlation,two.sided
cor.test1,0.05967713136471312,0.7632669557544062,0.44640748842389055,163,-0.09396317644337583,0.2105410651612771,Pearson's product-moment correlation,two.sided
cor.test1,-0.0599588318549769,-0.7668828570976151,0.4442604745491955,163,-0.21081122923172047,0.09368295300408724,Pearson's product-moment correlation,two.sided
cor.test1,0.05600006751373683,0.7160847059117055,0.47496367937445527,163,-0.09761872875987411,0.2070124724783001,Pearson's product-moment correlation,two.sided
cor.test1,0.0716091089953433,0.9165970149706666,0.36070798214966826,163,-0.08207240129111551,0.22196424670953996,Pearson's product-moment correlation,two.sided
cor.test1,0.12305985774645221,1.5831562636918177,0.11532418315280624,163,-0.030293283284264186,0.2707528717402432,Pearson's product-moment correlation,two.sided
cor.test1,0.003827358720888169,0.04886480294162157,0.9610868617186119,163,-0.14904337660692582,0.15651941389339646,Pearson's product-moment correlation,two.sided
cor.test1,-0.06611805410174178,-0.8459899950457632,0.3987985454657311,163,-0.21671245943205883,0.08754993480671319,Pearson's product-moment correlation,two.sided
cor.test1,-0.0061562578982633735,-0.0785993287578488,0.9374477282127581,163,-0.15879048460278317,0.14676536704045928,Pearson's product-moment correlation,two.sided
cor.test1,-0.09377892274744504,-1.2025888897314538,0.23087944133308355,163,-0.24307968732749685,0.059862359012778685,Pearson's product-moment correlation,two.sided
cor.test1,0.07510601485797706,0.9616054092615077,0.33767217079330647,163,-0.07857926056316306,0.22530423749794604,Pearson's product-moment correlation,two.sided
cor.test1,-0.0718617932134067,-0.9198481340866694,0.3590114017385416,163,-0.22220571067018452,0.08182011563976908,Pearson's product-moment correlation,two.sided
cor.test1,0.06460194203735664,0.8265088666791848,0.4097236941420024,163,-0.08906067827755548,0.2152608733216197,Pearson's product-moment correlation,two.sided
cor.test1,-0.0058208805903325255,-0.07431728751733079,0.9408490467312027,163,-0.15846353451064008,0.14709351590380093,Pearson's product-moment correlation,two.sided
cor.test1,-0.12453787427298232,-1.602468591365885,0.11098812768231295,163,-0.27214329176036073,0.028793571964927527,Pearson's product-moment correlation,two.sided
cor.test1,0.02539732648574172,0.3243559839614953,0.7460844008026147,163,-0.12788247626721108,0.177492185620641,Pearson's product-moment correlation,two.sided
cor.test1,-0.11231390684107463,-1.4430585258866142,0.150922979146157,163,-0.2606252316924726,0.041176247152337975,Pearson's product-moment correlation,two.sided
cor.test1,-0.015330912426011666,-0.19575499323096016,0.845045759304547,163,-0.16772163715752691,0.13777538154726388,Pearson's product-moment correlation,two.sided
cor.test1,-0.11024310995195642,-1.4161215610405364,0.1586480057977154,163,-0.258669827920218,0.04326927003541461,Pearson's product-moment correlation,two.sided
cor.test1,-0.01269494186248035,-0.1620912297382862,0.8714347682817887,163,-0.16515818565172466,0.1403608801930309,Pearson's product-moment correlation,two.sided
cor.test1,-0.02189234323597228,-0.27956973119073797,0.7801620681582604,163,-0.174093617625444,0.131330510906996,Pearson's product-moment correlation,two.sided
cor.test1,0.07044514129873936,0.9016233003860024,0.36858732394876015,163,-0.08323427875527914,0.22085172596478825,Pearson's product-moment correlation,two.sided
cor.test1,0.007637640875065258,0.09751371526946359,0.9224382453573146,163,-0.14531550976805058,0.16023424363976338,Pearson's product-moment correlation,two.sided
cor.test1,-0.03122811460855509,-0.3988884222063721,0.690497500179734,163,-0.18313791846267002,0.12213820534179567,Pearson's product-moment correlation,two.sided
cor.test1,-0.0435031927930765,-0.5559378980095151,0.5790156178510276,163,-0.19499075348677955,0.11001158840919366,Pearson's product-moment correlation,two.sided
cor.test1,0.0455397386094935,0.5820162869786677,0.5613598277088258,163,-0.10799524361114315,0.19695297518382088,Pearson's product-moment correlation,two.sided
cor.test1,0.05498203382541085,0.703027054805192,0.48304178088245775,163,-0.09863007460621853,0.20603484964422245,Pearson's product-moment correlation,two.sided
cor.test1,-0.07110286484701875,-0.9100840425869801,0.3641219883543132,163,-0.22148042647083446,0.0825777876737258,Pearson's product-moment correlation,two.sided
cor.test1,0.07645079076865789,0.9789233170776832,0.3290685461816609,163,-0.07723492713559488,0.22658773072508978,Pearson's product-moment correlation,two.sided
cor.test1,0.005177277115920043,0.06609993526132828,0.947379265454622,163,-0.1477231534173145,0.157836009453579,Pearson's product-moment correlation,two.sided
cor.test1,0.12695177676878974,1.6340329243947818,0.10418189078103399,163,-0.026342752212475805,0.27441280669442303,Pearson's product-moment correlation,two.sided
cor.test1,-0.04172699252794646,-0.5331989677520882,0.5946221058762738,163,-0.19327838537670003,0.11176913909944426,Pearson's product-moment correlation,two.sided
cor.test1,0.08839481863698669,1.1329845457735008,0.2588845149213737,163,-0.0652702553219925,0.23796462160498613,Pearson's product-moment correlation,two.sided
cor.test1,0.14890551206706162,1.9225317960969388,0.05628265867320393,163,-0.003968350245347726,0.2949782444709376,Pearson's product-moment correlation,two.sided
cor.test1,-0.008233263522176633,-0.10511883485343579,0.9164107573191254,163,-0.1608145547749041,0.14473237750366252,Pearson's product-moment correlation,two.sided
cor.test1,-0.09000451444865583,-1.1537835116665736,0.25027787818235914,163,-0.23949475241271712,0.06365439167282376,Pearson's product-moment correlation,two.sided
cor.test1,-0.1621807243791327,-2.0983649821800183,0.03741464728737551,163,-0.3073486509785963,-0.00963590711845861,Pearson's product-moment correlation,two.sided
cor.test1,-0.02927519665331359,-0.3739209567972723,0.7089490515559134,163,-0.18124809680032658,0.12406329092056861,Pearson's product-moment correlation,two.sided
cor.test1,-0.09037383003060859,-1.1585567376205967,0.24833149097750787,163,-0.23984570854274406,0.06328354732842095,Pearson's product-moment correlation,two.sided
